"Country or Area","Year","Value","Value Footnotes","Unit"
"4","Waste from hospitals only."
"5","Estimated data."
"6","Data is based on amount of Clinical waste disposed off at the landfill site through incineration. It is for seven landfills located in the most populated centres in the country."
"7","Statistical coverage has broadened from industrial and daily living sources to the following five parts: industrial, agricultural, urban living, motor vehicles and centralized pollution treatment facilities."
"8","Hazardous waste treated or disposed of during the year does not include the amount of hazardous waste being exported for recycling (=6+7+9+10-4)"
"9","The waste can be treated in a different French department than the one that produced the waste."
"10","Partial total."
"11","Break in time series."
"12","The clear difference between the data for 2010 and 2011 is that in 2010 phosphosphosom was classified as a liquid chemical and this classification was adjusted in 2011 to be in line with what is on the ground as this substance is disposed of in its solid form. This is the same for 2008 data."
"13","Phosphogypsum regarded as solid waste and included in the estimate."
"14","Only data related to pharmaceutical wastes are available for the year 1998."
"15","The waste can be treated in a different French department than the one that produced the waste."
"16","Data refer to health care centers waste taken from the Environmental Survey for Health Care Centers."
"17","Not including data from the private sector healthcare centers."
"18","Data refer to waste from health care private centres taken from the Medical Environmental Survey."
"19","A new method of data collection was used, and also the response rate was lower, so these are the reasons why data are much lower than in previous years. The data are collected in tonnes."
"20","Data refer to Dodoma, Mbeya and Songea only."
"21","Data refer to Dodoma and Mbeya only."
"22","Data refer to Beitbridge, Bulawayo and Plumtree only."
"23","Data refer to Plumtree only."
"24","Date refer to Harare and Plumtree only."
"25","Data refer to city of Harare."
