"Country or Area","Year","Value","Value Footnotes","Unit"
"Suriname","2013","3.65000009536743","30,31","tonnes"
"Suriname","2012","3.4300000667572","30,31","tonnes"
"Suriname","2011","3.5","30,31","tonnes"
"Suriname","2010","4.28999996185303","30,31","tonnes"
"Suriname","2009","4.19000005722046","30,31","tonnes"
"Suriname","2008","4.44999980926514","30,31","tonnes"
"Sweden","2014","2568154","","tonnes"
"Sweden","2012","2696749","","tonnes"
"Sweden","2010","2527760","","tonnes"
"Sweden","2008","2063389","","tonnes"
"Sweden","2006","2654038","","tonnes"
"Sweden","2004","1624770","","tonnes"
"Syrian Arab Republic","2003","46","","tonnes"
"Thailand","2015","2800000","","tonnes"
"Thailand","2014","2065000","","tonnes"
"Thailand","2007","1849000","","tonnes"
"Thailand","2006","1832000","","tonnes"
"Thailand","2005","1814000","","tonnes"
"Thailand","2004","1808000","","tonnes"
"Thailand","2003","1800000","","tonnes"
"Thailand","2002","1780000","","tonnes"
"Thailand","2001","1650000","","tonnes"
"Thailand","2000","1650000","","tonnes"
"Thailand","1999","1600000","","tonnes"
"Thailand","1998","1637000","","tonnes"
"Thailand","1997","1718000","","tonnes"
"The former Yugoslav Republic of Macedonia","2014","71.995002746582","32","tonnes"
"The former Yugoslav Republic of Macedonia","2012","666544.125","","tonnes"
"The former Yugoslav Republic of Macedonia","2010","726191","33","tonnes"
"The former Yugoslav Republic of Macedonia","2008","6440.990234375","","tonnes"
"Togo","2007","1900","34","tonnes"
"Trinidad and Tobago","2015","123914.1328125","","tonnes"
"Trinidad and Tobago","2014","123680.84375","","tonnes"
"Trinidad and Tobago","2013","124471.453125","","tonnes"
"Trinidad and Tobago","2008","41888.80078125","","tonnes"
"Trinidad and Tobago","2007","35542.5","","tonnes"
"Trinidad and Tobago","2006","31565.69921875","","tonnes"
"Trinidad and Tobago","2005","31869.5","","tonnes"
"Trinidad and Tobago","2004","31111.599609375","","tonnes"
"Trinidad and Tobago","2003","11452","","tonnes"
"Trinidad and Tobago","1996","6656","","tonnes"
"Tunisia","2002","150200","","tonnes"
"Tunisia","2001","151000","","tonnes"
"Turkey","2014","3432426","","tonnes"
"Turkey","2012","3988200","","tonnes"
"Turkey","2010","3225786","","tonnes"
"Turkey","2008","1018283","","tonnes"
"Turkey","2006","10796","","tonnes"
"Turkey","2004","997579","","tonnes"
"Ukraine","2015","587344.1875","","tonnes"
"Ukraine","2014","739749.8125","","tonnes"
"United Arab Emirates","2015","309029.40625","","tonnes"
"United Arab Emirates","2014","358893.46875","","tonnes"
"United Arab Emirates","2013","304699.25","","tonnes"
"United Arab Emirates","2012","341423.15625","","tonnes"
"United Arab Emirates","2011","343974.28125","","tonnes"
"United Arab Emirates","2010","324553","","tonnes"
"United Arab Emirates","2009","287332","","tonnes"
"United Kingdom of Great Britain and Northern Ireland","2014","5755258","","tonnes"
"United Kingdom of Great Britain and Northern Ireland","2012","6411495","","tonnes"
"United Kingdom of Great Britain and Northern Ireland","2010","7004493","","tonnes"
"United Kingdom of Great Britain and Northern Ireland","2008","7285198","","tonnes"
"United Kingdom of Great Britain and Northern Ireland","2006","8448468","","tonnes"
"United Kingdom of Great Britain and Northern Ireland","2004","7972970","","tonnes"
"United Republic of Tanzania","2015","58.6500015258789","35","tonnes"
"United Republic of Tanzania","2014","61.2840003967285","35","tonnes"
"United Republic of Tanzania","2013","65.8949966430664","35","tonnes"
"United Republic of Tanzania","2012","57.0099983215332","36","tonnes"
"United Republic of Tanzania","2011","54.7649993896484","37","tonnes"
"United Republic of Tanzania","2010","58.1319999694824","37","tonnes"
"United Republic of Tanzania","2009","51.5099983215332","37","tonnes"
"United Republic of Tanzania","2008","52.9150009155273","37","tonnes"
"United Republic of Tanzania","2007","25.4500007629395","37","tonnes"
"United Republic of Tanzania","2006","22.5","37","tonnes"
"United Republic of Tanzania","2005","20.3999996185303","37","tonnes"
"United Republic of Tanzania","2004","18","37","tonnes"
"United Republic of Tanzania","2003","50.9300003051758","","tonnes"
"United Republic of Tanzania","2002","51.564998626709","","tonnes"
"United Republic of Tanzania","2001","54.931999206543","","tonnes"
"United Republic of Tanzania","2000","48.5099983215332","","tonnes"
"United Republic of Tanzania","1999","49.9150009155273","","tonnes"
"United Republic of Tanzania","1998","22.7000007629395","","tonnes"
"United Republic of Tanzania","1997","20","","tonnes"
"United Republic of Tanzania","1996","17.8999996185303","","tonnes"
"United Republic of Tanzania","1995","16","","tonnes"
"United Republic of Tanzania","1990","14.1000003814697","37","tonnes"
"Yemen","1995","38200","","tonnes"
"Zambia","2005","80000","","tonnes"
"Zambia","2003","53750","","tonnes"
"Zambia","2000","50000","","tonnes"
"Zimbabwe","2015","146.75","38","tonnes"
"Zimbabwe","2014","14327.900390625","39","tonnes"
"Zimbabwe","2013","11.1800003051758","40","tonnes"
"Zimbabwe","2012","37356.87109375","39","tonnes"
"Zimbabwe","2011","47023.69921875","41","tonnes"
"Zimbabwe","2010","45536.69921875","41","tonnes"
"Zimbabwe","2009","40975.6484375","41","tonnes"
"Zimbabwe","2008","20286.650390625","41","tonnes"
"Zimbabwe","2007","25099.619140625","41","tonnes"
"Zimbabwe","2006","24368.599609375","41","tonnes"
"Zimbabwe","2005","23184.599609375","41","tonnes"
"Zimbabwe","2004","21924.580078125","41","tonnes"
"Zimbabwe","2003","19303","42","tonnes"
"Zimbabwe","2002","20532","42","tonnes"
"Zimbabwe","2001","22212.19921875","42","tonnes"
"Zimbabwe","2000","21640.30078125","42","tonnes"

"fnSeqID","Footnote"
"1","Basel Convention: Y1-Y45."
"2","Classification of waste by classes of hazard is done in accordance with the relevant legislation of RA and the Classifier, which was last amended in 2010. That's why the indicators for the years preceding 2010 and the years following 2010 are not compatible."
"3","The data provided from 1995 till 2002 was based on calculated quantity, as total quantity of industrial waste generated without classification (hazardous or non hazardous) adopted by Basel Convention. Since 2003, the data were based on classifications as adopted by Basel Convention."
"4","Hazardous waste generated during the year includes waste imported during the year."
"5","Estimate."
"6","Waste from hospitals only."
"7","Data refer to biomedical waste."
"8","Estimated data."
"9","Significant chage of quantities are due to corrected data provided by the Bosnia and Herzegovina entity Federal Institute for Statistics for 2010 and 2012."
"10","Source: 'INVENTORY REPORT CABO VERDE - Final Draft' from the Basel Convention."
"11","Statistical coverage has broadened from industrial and daily living sources to the following five parts: industrial, agricultural, urban living, motor vehicles and centralized pollution treatment facilities."
"12","Pathological solid waste from hospitals, clinics and ash from incineration."
"13","Eurostat estimate (phased out)."
"14","Partial total."
"15","Information from the inventories of Persistent Organic Pollutants and obsolete pesticides."
"16","Break in time series."
"17","Environmental Survey of medical services activity in Iraq for the year 2008."
"18","The clear difference between the data for 2010 and 2011 is that in 2010 phosphosphosom was classified as a liquid chemical and this classification was adjusted in 2011 to be in line with what is on the ground as this substance is disposed of in its solid form. This is the same for 2008 data."
"19","Phosphogypsum regarded as solid waste and included in the estimate."
"20","Only data related to pharmaceutical wastes are available for the year 1998."
"21","This quantity represents biomedical waste only."
"22","The data refer only to the amount of medical waste (clinical waste resulting from medical care provided in hospitals, medical centres and clinics, Basel Convention, Annex I Y1) collected in the districts of Panama (capital) and San Miguelito. Source: Urban and Households Sanitation Office (1995-2006) Urban and Households Sanitation Authority (2007-2012). By request of administrative records."
"23","Data refer to on-site treatment, including the amount of hazardous waste registered as treated by incineration, lagoon, biological one, chemical one and oil separation.  It is based on the study on Hazardous Waste Management in the Philippines by Japan International Cooperation Agency (JICA)."
"24","Including medical hazardous waste and industrial hazardous waste."
"25","Figures are for quantities of hazardous wastes collected by licenced collectors and do not reflect quantity of hazardous wastes generated."
"26","Units are in cubic metres."
"27","Data refer to health care centers waste taken from the Environmental Survey for Health Care Centers."
"28","Not including data from the private sector healthcare centers."
"29","Data refer to waste from health care private centres taken from the Medical Environmental Survey."
"30","Unit: thousand cubic meters. For the categories : agriculture, forestry and fishing, manufacturing, other economic activities, households and total waste generation."
"31","The figures cover a large part of the capital city (district Paramaribo),the second largest district of Wanica and Commewijne."
"32","A new method of data collection was used, and also the response rate was lower, so these are the reasons why data are much lower than in previous years. The data are collected in tonnes."
"33","Data covers manufacturing section only."
"34","Data refer to Polychlorinated Biphenyls (PCB) waste."
"35","Data refer to Dodoma, Mbeya, Mpanda and Songea only."
"36","Data refer to Dodoma, Mbeya and Mpanda only."
"37","Data refer to Dodoma and Mbeya only."
"38","Data refer to Beitbridge, Bulawayo, Epworth and Plumtree only."
"39","Date refer to Epworth, Harare and Plumtree only."
"40","Date refer to Epworth and Plumtree only."
"41","Date refer to Harare and Plumtree only."
"42","Data refer to city of Harare."
